Gene ID	ZT_15_30: LogFC	ZT_15_30: FDR	ZT_0_15: LogFC	ZT_0_15: FDR	ZT_5_45:LogFC	ZT_5_45:FDR	ZT_11_15:LogFC	ZT_11_15:FDR
SUV39H1	-0.476268623	0.638167012	0.132130284	0.885700117	0.221851515	0.922749829	-0.787932097	0.300111211
SUV39H2	0.457574846	0.582295001	-0.068130378	0.935482096	0.289202724	0.834077254	0.36391744	0.662241985
SUV420H1	-0.153133524	0.693714058	-0.171955758	0.441632713	0.039538508	0.968429778	-0.045873593	0.946199722
SUV420H2	-0.113239679	0.980198986	1.402484005	0.302377688	-0.452057466	0.919287027	0.574177509	0.80068372
SUZ12	-0.022488411	0.984290563	-0.328390378	0.286531442	0.033672995	0.985353055	0.115594781	0.882588641
SUZ12P	-0.285454879	0.952000856	-1.937188376	0.26319313	-2.060823322	0.400548786	-0.42541953	0.921887679
SV2A	0.154391746	0.982973417	-0.656916969	0.826575368	-0.016642845	1	-0.093388807	0.997160525
SV2B	0.040043189	0.985658233	-0.056273345	0.960793745	-0.118293584	0.970171505	-0.257357146	0.871630141
SVEP1	0.653357424	0.365543351	0.723671938	0.122289048	0.478908113	0.61816491	0.776919176	0.167519983
SVIL	-0.516383304	0.398753018	-0.873801727	0.013933401	-0.497821502	0.463828291	-0.068533596	0.963006592
SVIP	-0.806526391	0.364058955	-1.128682017	0.051307798	-0.517073021	0.713161629	-0.157247354	0.933281295
SWAP70	0.161112058	0.743761685	0.204447165	0.446830776	0.105862798	0.896650071	0.126819499	0.803307828
SYAP1	-0.119126151	0.859622832	0.075220416	0.859596077	-0.033024212	0.983084466	-0.109811459	0.873072887
SYBU	-0.354846836	0.714576092	-0.721478496	0.132215505	0.053440678	0.987200274	-0.449804918	0.575600243
SYCE1	-0.548528259	0.928505862	-2.009540748	0.335344734	0.763101093	0.915876197	-0.224240392	0.979221538
SYCE1L	-0.053556996	0.985806013	0.465810335	0.685302081	-0.359326328	0.910048055	-0.546726039	0.715476742
SYCE2	-0.896794858	0.814385331	-0.237500058	0.925292422	1.307202962	0.761292367	0.234168219	0.963006592
SYCP1	1.11183269	0.409750915	2.780642875	0.000464075	1.439611887	0.24900635	0.617134623	0.696248965
SYCP2	-0.166712577	0.939331511	-0.42318519	0.633636	-0.639947406	0.648007221	-0.487523119	0.691512485
SYCP2L	0.498322657	0.798459539	-0.126854379	0.931123507	-0.406097684	0.877924031	0.911082545	0.456748111
SYCP3	-0.046374369	0.982844518	-0.46548314	0.470937003	-0.328241545	0.834077254	-0.329805109	0.780729051
SYDE1	0.035099392	0.985658233	0.065828588	0.949248083	-0.374101402	0.784669173	0.359104402	0.71686534
SYDE2	-0.347828635	0.518693322	0.060410946	0.914439216	-0.154337678	0.886636083	0.064484901	0.955747584
SYF2	-0.234355184	0.518693322	-0.377014751	0.057981125	-0.347548294	0.256829144	-0.297097308	0.30088573
SYK	0.247364031	0.906521324	-0.091160461	0.944016408	0.199983875	0.951472173	0.257825222	0.900637927
SYMPK	-0.295859959	0.682660989	0.36159168	0.389211508	-0.033996809	0.991603447	-0.031021597	0.98922666
SYN1	-0.094510321	0.986218609	1.651333852	0.339694871	0.33616792	0.968429778	1.029801022	0.809210893
SYN2	-0.131288333	0.942061925	0.069388957	0.946345743	-0.117449824	0.967606304	-0.288945619	0.822043239
SYN3	1.535913191	0.543759058	0.883095409	0.656462561	0.540549708	0.929595371	-0.833027611	0.797542947
SYNC	0.496040609	0.228650945	0.51179883	0.087644976	0.658533479	0.057610025	0.588033544	0.068996936
SYNCRIP	-0.05224536	0.936635278	0.050494066	0.880210386	0.190090301	0.661712881	0.151380321	0.683915317
SYNE1	-0.054142992	0.952863688	-0.162926961	0.685302081	-0.064566135	0.966231921	-0.124194453	0.872746368
SYNE2	-0.301454605	0.622881163	-0.556361948	0.08385684	-0.093216	0.951472173	-0.183644535	0.801195426
SYNGAP1	0.262035496	0.850601757	-0.303763399	0.662067845	0.094897661	0.9717343	0.602022089	0.46811225
SYNGR1	-0.38965331	0.813502533	-0.08852402	0.944389678	-0.726211376	0.587505838	0.167343372	0.94365329
SYNGR2	0.065370763	0.951579279	0.190378219	0.681862931	0.196875146	0.851779467	0.12517258	0.89951473
SYNJ1	0.025759527	0.976628864	-0.02125466	0.962596359	0.191937427	0.741373095	0.344323782	0.270370184
SYNJ2	-0.130958807	0.938314869	-0.21711615	0.771750168	0.452283036	0.697740338	0.168903368	0.91311482
SYNJ2BP	0.171947835	0.701120555	0.338965972	0.122289048	0.058372597	0.955613119	0.027788366	0.977842742
SYNM	0.073566991	0.955491568	0.405940124	0.392815835	-0.001460183	1	-0.170437708	0.879042875
SYNPO	0.603207613	0.464588189	0.888752091	0.065839765	0.361655219	0.787810582	0.317871292	0.758746452
SYNPO2	0.871043796	0.162241297	1.071302997	0.016322604	0.651147699	0.42015875	0.660434851	0.316137632
SYNPO2L	2.27785321	0.484373911	-0.035105076	0.999137288	-1.478669344	0.787075644	-1.228145535	0.734664066
SYNRG	-0.109224895	0.857328499	-0.082158478	0.824468321	0.047353564	0.968429778	-0.040507969	0.963006592
SYP	-0.598002284	0.887465726	-1.518873865	0.412174075	-0.595900384	0.892675092	0.325746825	0.946999308
SYPL1	-0.09378776	0.89229298	-0.073063559	0.846476355	-0.119430012	0.873034137	-0.227415228	0.549095428
SYPL2	-0.195586199	0.927602001	0.373017529	0.713119581	0.075473039	0.985291528	-0.124706652	0.958393686
SYS1	0.005763416	0.995566855	0.319106648	0.231869618	-0.096682206	0.926928453	-0.237039751	0.585703808
SYS1-DBNDD2	-0.091729473	0.942350037	0.480718415	0.251551649	0.083533955	0.966868523	0.104671107	0.935381521
SYT1	0.86373126	0.673411656	1.127888896	0.370496798	0.17391417	0.975284933	0.276610586	0.938957716
SYT11	0.01868269	0.992354434	-0.027484379	0.984581837	-0.14244089	0.950732069	0.085778345	0.964453487
SYT12	3.889165828	0.162241297	-0.716711762	0.803785491	-0.292527166	0.97118782	2.47073388	0.392376179
SYT14L	2.193921622	0.67751103	-0.85286603	0.872572396	0	1	1.959100844	0.685547558
SYT15	1.293740129	0.353444451	1.437415838	0.123286943	0.937280932	0.567467154	0.625699241	0.696248965
SYT17	-0.691915388	0.714576092	-1.041697966	0.302930969	-1.664490343	0.195320505	-0.830773281	0.603023894
SYT2	0.016383097	0.992057123	-0.370289887	0.367507884	0.127273476	0.934320574	0.085242194	0.945733085
SYT4	-1.921285832	0.596850835	-1.12255322	0.685302081	0.008330256	1	-3.848261218	0.068655955
SYT6	0.012752652	0.998809731	-0.4128927	0.918341063	-0.656259544	0.944528328	-0.460178671	0.952283563
SYT7	-0.350667071	0.873189264	-0.687379512	0.4563154	-0.600406227	0.743566619	-0.244674828	0.91570246
SYT9	1.222384319	0.74527418	0.633381753	0.743631685	-2.145403063	0.525827219	-0.064353457	0.998349492
SYTL1	-0.442078187	0.928505862	-1.170097374	0.535523268	0.09062062	0.998152422	1.354959421	0.617704182
SYTL2	-0.090124348	0.945444376	-0.164575059	0.79995269	-0.223043326	0.868200128	0.306169812	0.709033911
SYTL3	0.005740986	0.99882427	-0.230742401	0.81722671	0.110361708	0.975284933	0.157329151	0.946999308
SYTL4	0.438748377	0.439154343	0.658868084	0.050966908	0.674445486	0.135982147	0.472189103	0.345683724
SYVN1	0.094046833	0.904702432	0.26198243	0.388870212	0.016134867	0.998639856	0.36920087	0.291764573
TAB1	0.081854	0.956918515	0.131527403	0.863060254	0.028889135	0.999113078	0.036062618	0.992882474
TAB2	-0.127771068	0.806061746	-0.069837404	0.84675357	0.119647502	0.864740561	0.144263152	0.750083086
TAB3	0.066272245	0.935375254	0.057602381	0.890328376	0.164622913	0.813007225	0.027188539	0.981430576
TAC4	0.403542236	0.936135962	-0.200386078	0.933934869	-0.522224119	0.936523261	-1.188257128	0.568719202
TACC1	0.016406277	0.982844518	-0.095351665	0.7401084	-0.175086163	0.700840706	-0.024624236	0.977842742
TACC2	0.355810379	0.565763146	0.638014223	0.054928447	0.429258883	0.481973335	0.225636388	0.747023446
TACC3	-0.129312996	0.955177771	-0.613458099	0.469863061	-0.239533275	0.939846918	-0.492328662	0.733143564
TACO1	-0.228238748	0.790078197	-0.207312851	0.685107599	-0.0503488	0.981033129	-0.238583511	0.750857046
TACR1	0.714474687	0.46405092	0.345450142	0.666408048	0.676516012	0.529996053	0.71559758	0.412225042
TACR2	-0.578222658	0.864468123	0.340078517	0.872125069	-1.259116732	0.678374448	0.361457243	0.937650584
TACSTD2	1.554204908	0.539856373	0.279436519	0.915497945	-0.716688302	0.870524567	0.504296115	0.903850937
TADA1	-0.157588849	0.894998719	0.077086142	0.910374013	-0.261656155	0.810293139	-0.015399974	0.998349492
TADA2A	-0.212864457	0.816630114	-0.435446571	0.319346278	-0.228484317	0.834077254	-0.122307808	0.916754388
TADA2B	-0.236431111	0.685283134	-0.152610288	0.732143536	-0.12826742	0.90611307	0.369918075	0.400629226
TADA3	0.187629035	0.872280909	0.082518761	0.910995433	-0.122769769	0.949948705	-0.013697931	0.998349492
TAF1	-0.017098651	0.985806013	-0.00184369	1	-0.206491872	0.749553784	-0.081011285	0.91695113
TAF10	0.165034506	0.876933862	-0.060369725	0.931082779	0.007783934	1	0.222880338	0.796869838
TAF11	0.060439834	0.956918515	-0.141744877	0.786858932	0.274667674	0.756006898	-0.189236573	0.809210893
TAF12	-0.219349269	0.802194392	-0.288724823	0.519925314	0.073918859	0.969127421	-0.108610657	0.923306757
TAF13	0.788333839	0.481482641	1.124372713	0.091101735	1.016151842	0.330769199	0.796033329	0.444475704
TAF15	0.261464347	0.550755825	0.139443716	0.685591837	0.091911864	0.930983515	-0.06416907	0.938957716
TAF1A	-0.306928938	0.835334226	-0.602469466	0.360912824	-0.348562199	0.834077254	-0.386847827	0.733973384
TAF1B	0.071023451	0.942061925	0.01868054	0.981960186	0.395941125	0.4706318	0.08912177	0.92460163
TAF1C	0.128650096	0.924518904	0.012565626	0.995792951	-0.287480233	0.794760511	0.228831597	0.793253689
TAF1D	-0.26946638	0.579394388	-0.32744109	0.253310422	-0.206184587	0.767714303	-0.543013411	0.058946675
TAF1L	0.12654928	0.945444376	-0.224432201	0.787980679	-0.430959688	0.759379361	-0.203749666	0.902282051
TAF2	0.037965563	0.955577803	0.078658201	0.815960433	0.03284885	0.976756322	-0.022998229	0.981605809
TAF3	-0.148445424	0.833661924	-0.143827444	0.728239578	0.178845872	0.827611993	-0.176616661	0.768986707
TAF4	-0.212187476	0.783118488	-0.197788412	0.666636554	0.181116476	0.872476043	-0.163860733	0.842902828
TAF4B	-0.662485554	0.409750915	-0.357088349	0.551038268	0.454066215	0.697740338	0.284475814	0.809903795
TAF5	0.113384294	0.946944612	-0.12146015	0.885634459	-0.336534865	0.822152749	0.074273814	0.971336068
TAF5L	-0.063729415	0.946592036	-0.08696715	0.865100525	-0.179115575	0.850849225	-0.027481535	0.988329704
TAF6	0.301497548	0.724631337	-0.263019419	0.639088724	0.410819314	0.639658604	0.002439469	1
TAF6L	-0.320385952	0.919578709	0.29671944	0.856639824	0.109199819	0.988165635	-0.014971467	1
TAF7	-0.221044176	0.62795942	-0.293525445	0.256010985	-0.067801543	0.952178866	-0.25383611	0.518127698
TAF7L	-0.414627254	0.942061925	0.741140789	0.801305675	0.895240815	0.880535223	-0.893570986	0.835000119
TAF8	0.012564795	0.992354434	-0.194396942	0.681274915	0.178585959	0.877587155	0.062550415	0.962818347
TAF9	-0.319377262	0.518693322	-0.240899125	0.493175456	-0.058065486	0.969132526	-0.071622374	0.943303973
TAF9B	-0.228882696	0.655098606	-0.273013227	0.375494523	-0.345909723	0.472272825	-0.334483322	0.412225042
TAG	-1.278746364	0.837266009	-1.918134331	0.465931199	-0.000931363	1	0.82203505	0.911729017
TAGAP	-0.810770061	0.783118488	-2.039195494	0.126965033	0.431125729	0.940721138	0.070499064	0.997039145
TAGLN	1.027625468	0.321529425	1.020901532	0.144685376	1.096407035	0.295713656	1.025268659	0.25745601
TAGLN2	0.383768506	0.772516354	0.267960252	0.761573475	0.597668686	0.635690326	0.294101188	0.837797394
tAKR	1.500434867	0.712286629	-0.024581564	0.999137288	-0.069838796	1	-1.312406929	0.725268434
TAL1	-0.513398154	0.487660957	-0.916565493	0.024647395	-1.134553172	0.016157885	-0.513915976	0.445841146
TALDO1	-0.082654641	0.936779544	-0.042563354	0.94135392	-0.198113111	0.826428902	-0.074578186	0.946045795
TANC1	0.075120763	0.943521779	0.440581807	0.214813821	0.120333176	0.933760902	0.265804684	0.667354215
TANC2	0.059072934	0.951282989	0.206771218	0.602788456	-0.309407877	0.62030722	-0.468858626	0.217686073
TANK	0.049141167	0.961265915	-0.046644954	0.933934869	0.294412236	0.66199622	0.073884883	0.946062107
TAOK1	0.130230781	0.768950279	0.294205	0.14566053	0.068825998	0.937191809	0.232129895	0.450002876
TAOK2	-0.043347224	0.979058737	0.013048959	0.996462116	-0.38323058	0.719081064	-0.083589027	0.960363365
TAOK3	-0.037857479	0.966464759	-0.058962416	0.895803445	0.012645351	1	0.08774822	0.910420366
TAP1	-0.086961406	0.963851698	-0.556259886	0.395123937	0.305434392	0.868200128	0.110672089	0.958976591
TAP2	-0.00202888	0.999966264	-0.363635416	0.587647295	0.157023425	0.945069596	0.347677023	0.739421116
TAPBP	0.341337913	0.576176177	-0.053210902	0.931123507	0.147539443	0.905503243	0.393599039	0.450002876
TAPBPL	0.425657728	0.614733681	-0.086386053	0.91507526	0.15328866	0.938980925	0.015720254	0.998349492
TAPT1	0.074067768	0.927245216	-0.060122045	0.882933226	-0.063823043	0.95643212	-0.049947507	0.956212352
TARBP1	0.096273071	0.919109771	-0.139340477	0.74872472	0.051084345	0.97402433	0.038255358	0.977248108
TARBP2	0.272888404	0.89229298	-0.206807347	0.854446297	0.314018106	0.882526119	0.415371426	0.753937241
TARDBP	-0.093947294	0.846371361	-0.148835362	0.520184267	-0.011946331	0.998173271	-0.299656593	0.205623002
TARP	-0.901525713	0.912302828	-2.658518593	0.40365264	-0.283889195	0.988006785	0.520009989	0.958382005
TARS	-0.401539508	0.359190972	-0.001826375	1	-0.226604536	0.754045477	-0.435151504	0.234842898
TARS2	0.141333965	0.933079963	0.052474394	0.95244692	-0.513059675	0.618638177	0.039399432	0.9905642
TARSL2	-0.408158871	0.401503281	-0.38456662	0.23152858	-0.219271183	0.794760511	-0.340245876	0.470953087
TAS2R10	-0.651958242	0.868205989	-0.854059822	0.722563298	0.756632672	0.881845909	-0.249922279	0.961978045
TAS2R13	0.37119497	0.89679847	0.114719405	0.947034707	0.422258055	0.90611307	0.040015466	0.998349492
TAS2R14	-0.535828558	0.66679345	-0.221682529	0.835927813	0.072095558	0.988165635	-0.227437697	0.905175308
TAS2R19	-0.671516145	0.766998146	0.002542936	1	0.054474762	0.999653159	-0.796521941	0.672229922
TAS2R20	0.098300744	0.965665206	-0.377540948	0.684102993	-0.931151459	0.449094615	-0.268085418	0.8829801
TAS2R3	-0.808215465	0.532589082	-0.271492021	0.825514343	0.017724216	1	-0.912750744	0.407773075
TAS2R30	-0.141139091	0.943738541	-0.015740213	0.997732278	0.076597371	0.985291528	-0.658737978	0.505437751
TAS2R31	-0.076879534	0.986371077	0.132017514	0.957443392	1.355383167	0.650515912	0.307451237	0.945030478
TAS2R4	0.284819264	0.939331511	-0.463273798	0.765310861	0.500637095	0.883967027	-0.31679481	0.916564093
TAS2R40	-1.197196819	0.700922104	-1.266783184	0.463078063	0.130908441	0.993681859	-0.287955777	0.961978045
TAS2R42	0.673726584	0.872280909	-0.670734807	0.840637387	0.887869566	0.839989984	0.83108698	0.820976484
TAS2R43	0.444333451	0.945336249	-2.677010963	0.225804299	-1.943427632	0.639219317	-0.358293992	0.955747584
TAS2R46	-0.721733738	0.748565049	-0.978356614	0.457142937	-0.199563783	0.9711866	-0.255693627	0.944181877
TAS2R5	0.187995579	0.940449147	0.325112439	0.777720362	-0.003362126	1	-0.304815683	0.881792116
TAS2R50	-0.317772092	0.904702432	-0.589339896	0.616923854	0.069696877	0.994763323	-0.452650334	0.805843078
TAS2R60	1.791024031	0.673092597	-1.361707192	0.684599022	-0.030148883	1	0.769028567	0.914089476
TAS2R9	-0.75694747	0.916246981	-0.453091114	0.898826127	-0.065487858	1	2.971585191	0.374554998
TASP1	-0.16753312	0.889467818	0.18872756	0.765294455	0.025900324	0.999113078	0.05033519	0.979309686
TAT	0.271033014	0.968369772	1.217092692	0.619416693	0.704251394	0.936523261	0.953042306	0.848277653
TATDN1	-0.297892752	0.832286782	-0.270750962	0.743168919	-0.431356014	0.781023731	-0.246062307	0.875442324
TATDN2	-0.042135259	0.970580861	-0.038980325	0.947771356	0.080827178	0.959391884	0.084525199	0.937412437
TATDN3	-0.146655662	0.85350492	-0.22190563	0.559936862	-0.340038324	0.564570902	-0.468874593	0.234461117
TAX1BP1	-0.068510853	0.895170617	-0.110597657	0.6346748	-0.084851876	0.886636083	-0.08345379	0.846504681
TAX1BP3	0.689387505	0.193012927	0.630994124	0.111533439	0.305414919	0.765372628	0.680775385	0.141402724
TAZ	-0.151962694	0.903681603	0.177193655	0.769568887	-0.039485266	0.989504817	0.08757257	0.952141011
TBC1D1	-0.352332102	0.418374347	-0.374676116	0.180699274	-0.349075246	0.467943749	-0.226981584	0.643650404
TBC1D10A	-0.010290047	0.997238181	0.05630512	0.970414015	-0.137548271	0.971140313	0.298448504	0.873027401
TBC1D10B	-0.043702875	0.98050306	-0.468891102	0.360279621	0.136522844	0.949512397	0.235270038	0.832053979
TBC1D10C	-0.748528199	0.857328499	-1.728178713	0.339062622	-0.13803203	0.993681859	-0.268224373	0.965472733
TBC1D12	-0.037428808	0.974811526	0.166692553	0.708898662	-0.023910168	0.996887759	0.067175515	0.955217466
TBC1D13	0.166701906	0.81918716	-0.032058173	0.954608271	-0.040274634	0.981536783	-0.099320514	0.913174742
TBC1D14	0.079313418	0.909698118	0.03605783	0.931317989	0.09879712	0.908665835	0.229334805	0.546489434
TBC1D15	-0.03166776	0.974185338	0.006584753	0.998202015	0.068774213	0.95643212	0.159243507	0.781143154
TBC1D16	0.356476997	0.752348104	0.660987578	0.238796883	0.278903392	0.866602111	0.326223385	0.762315087
TBC1D17	-0.011099661	0.995385949	0.214637637	0.734669859	-0.194363174	0.904565951	0.252491867	0.802728202
TBC1D19	-0.225001939	0.794969086	-0.185206077	0.713867304	0.057936387	0.976481344	-0.24423399	0.752429573
TBC1D2	1.204168451	0.357715684	0.726486559	0.467994143	0.611208462	0.783378605	0.29700315	0.904947608
TBC1D20	-0.204641846	0.632226231	-0.176900248	0.531581448	-0.101109634	0.904750229	-0.207386895	0.593949274
TBC1D22A	0.232150936	0.798459539	0.126482338	0.839014767	0.457734818	0.517134102	0.220664531	0.794674332
TBC1D22B	-0.315748454	0.714576092	0.28844753	0.571461518	0.122332971	0.949063239	0.179342677	0.868817768
TBC1D23	0.042371102	0.945444376	0.033114217	0.924201742	-0.010667264	0.999487193	-0.077769762	0.886030295
TBC1D24	0.047514132	0.974185338	0.341535137	0.476212839	0.008213991	1	0.146388989	0.896475221
TBC1D25	0.414751639	0.602697423	-0.069948595	0.928907172	-0.47005252	0.565735353	0.137140331	0.914089476
TBC1D2B	0.252480434	0.69477574	0.282962125	0.44946086	0.062044987	0.970490144	-0.248997422	0.675506037
TBC1D3_dup2	-0.127483272	0.985806013	1.014458055	0.71847155	-0.004137215	1	2.072211138	0.534971335
TBC1D30	0.497483436	0.750872601	0.330724612	0.759724643	-0.728425547	0.652337356	-0.096764763	0.975429784
TBC1D3F_dup2	-0.127482301	0.985806013	1.014458827	0.71847155	-0.00413726	1	2.072212244	0.534971335
TBC1D4	-0.249922985	0.643324191	-0.301149075	0.33866482	0.021991866	0.996108926	-0.271767428	0.567101131
TBC1D5	0.184578153	0.600176927	0.139072753	0.565676789	0.045125643	0.962974844	-0.026479608	0.975429784
TBC1D7	-0.020662876	0.990150182	-0.102925632	0.882581264	-0.579658048	0.42015875	-0.067539122	0.965842326
TBC1D8	0.42781075	0.670522111	0.202004407	0.799121662	-0.199635223	0.924467638	0.376586983	0.698979974
TBC1D8B	0.112682352	0.933314808	0.094507901	0.884669254	0.247462834	0.831357214	0.029740955	0.99284961
TBC1D9	0.294040231	0.542290224	0.482989242	0.06975707	0.115878063	0.914991364	0.35837026	0.375849217
TBC1D9B	0.233885308	0.728780227	0.427242574	0.19875261	0.152403511	0.889487062	0.297881792	0.581980475
TBCA	-0.461700864	0.641719641	-0.047144752	0.960793745	-0.482365882	0.67545975	-0.006486608	1
TBCB	0.326760036	0.577656134	0.103459076	0.847980185	-0.043646724	0.981536783	0.139430514	0.875225443
TBCC	-0.180115066	0.93303657	-0.019510309	0.996567956	-0.108242514	0.975695006	-0.119360686	0.961193722
TBCCD1	0.183891429	0.895170617	0.012506427	0.997095002	0.193974036	0.915549239	-0.14065106	0.921887679
TBCD	0.119236341	0.896562586	0.198278211	0.629306369	-0.231255961	0.779209648	0.031325994	0.983659994
TBCE	0.039577755	0.97113352	0.16842301	0.700643189	-0.031542019	0.989129283	-0.121476972	0.887898427
TBCEL	-0.456171363	0.389049588	-0.403645718	0.260983515	0.014818061	1	0.024634195	0.993594687
TBCK	-0.028801357	0.97421895	0.111770293	0.75320308	-0.14786767	0.834077254	-0.190255372	0.669862461
TBK1	0.172474632	0.864878536	0.097961771	0.877267637	0.162559124	0.911450976	0.114375587	0.921726589
TBKBP1	0.180378788	0.937903368	-0.042911706	0.978408192	0.002589108	1	0.165207742	0.939961546
TBL1X	-0.300222901	0.576176177	-0.252299997	0.469863061	-0.091219806	0.944008826	0.087587065	0.921887679
TBL1XR1	0.133599495	0.805749979	0.150060453	0.622599547	0.111109656	0.887877706	-0.140189869	0.777430802
TBL1Y	0.00306984	0.999915631	0.241662773	0.813301339	-0.680018032	0.61394113	0.14633642	0.954071444
TBL2	0.129606728	0.899361964	-0.037806451	0.952455028	0.279310426	0.739576476	0.171882804	0.835000119
TBL3	0.051120668	0.985806013	-0.676738947	0.536618115	-0.151297712	0.97148053	0.100397389	0.979221538
TBP	-0.090171409	0.934508168	-0.322300616	0.371645949	-0.071443176	0.966231921	-0.028871201	0.9874142
TBPL1	-0.298678373	0.817035904	-0.208820416	0.782294359	0.414245829	0.74455106	0.113534198	0.953079854
TBRG1	0.047467556	0.940449147	-0.056819177	0.858274014	0.065322244	0.938325675	-0.08046397	0.875578536
TBRG4	0.324778506	0.766907523	-0.294326272	0.680315196	0.033899477	0.997647534	-0.219796111	0.863755408
TBX1	1.043972512	0.576176177	0.624475979	0.669212827	1.191982603	0.62191951	0.337218509	0.904947608
TBX15	-0.158928996	0.822181749	-0.364356834	0.233517392	-0.495422626	0.235424301	-0.251587828	0.622027415
TBX18	0.56456083	0.266445849	0.233133472	0.607630293	0.059322928	0.975135886	0.006904506	1
TBX19	-0.341316871	0.85115545	-0.336393574	0.716036852	-0.255146614	0.932668809	-0.538644209	0.672965983
TBX2	0.253769865	0.896128337	0.667416666	0.402605849	-1.03318146	0.308107121	0.365334768	0.801515802
TBX21	0.495256863	0.931761018	-2.42080951	0.169615057	-0.243446995	0.977623543	-0.091785591	0.997160525
TBX3	-0.254304618	0.759082565	0.041753281	0.95244692	-0.611215431	0.276377389	-0.475065845	0.394572359
TBX4	0.953215469	0.76475919	-0.495994219	0.805653835	-0.295986296	0.965073442	0.539601753	0.880983297
TBX5	0.009218164	0.997004735	-0.08045238	0.940553816	-0.153967101	0.95500504	0.013492876	0.998349492
TBX6	-0.7619485	0.92116245	0.520607643	0.892521368	-0.018225137	1	-1.915984155	0.665272444
TBXA2R	0.487334079	0.934508168	-1.04479549	0.609044957	1.026193397	0.831357214	1.232273675	0.651016663
TBXAS1	0.074948283	0.98187045	-0.660593128	0.518095372	0.233883376	0.952260269	-0.171755016	0.955919013
TC2N	-1.225098173	0.190494213	-1.754667256	0.006051114	-0.961504251	0.40972936	-1.281127847	0.109496081
TCAP	-0.195269121	0.984459392	0.609824821	0.870528026	-0.019610121	1	0.023358918	1
TCEA1	-0.228988068	0.856686735	-0.527307945	0.316180254	0.038676554	0.994763323	0.218291341	0.865586649
TCEA2	-0.254439489	0.859563244	-0.145675795	0.872296365	-0.095071791	0.972892521	0.017322819	0.998349492
TCEA3	-0.535059049	0.539856373	-0.412799676	0.494314189	-0.466374522	0.677305063	-0.318462417	0.756161045
TCEAL1	-0.055193583	0.964239988	0.160122663	0.773430812	0.179844355	0.883464327	-0.219559811	0.787746495
TCEAL2	-0.39964288	0.952000856	-0.733067586	0.82277181	0.007555779	1	-0.381803084	0.958393686
TCEAL3	0.095380424	0.9562956	-0.129346381	0.891047574	-0.042682847	0.995849847	-0.047738299	0.987280233
TCEAL4	-0.007689566	0.993155619	-0.028472876	0.947542297	-0.059384361	0.957793065	-0.15640643	0.742479669
TCEAL7	-0.26192169	0.924518904	0.402502231	0.739046811	0.152151009	0.971721657	0.931912278	0.535121192
TCEAL8	-0.198562115	0.682493622	-0.056366788	0.894115594	0.087776797	0.933314636	0.051842649	0.954820825
TCEANC	0.245132837	0.786907248	0.185366453	0.751236375	0.175602311	0.904869664	-0.071995721	0.961193722
TCEB1	-0.494221409	0.710517906	-0.461344003	0.561510159	-0.646815714	0.629469208	0.057833603	0.988290862
TCEB2	-0.019963375	0.987450759	-0.221790601	0.625166653	-0.188302393	0.858552307	0.027937632	0.991846612
TCEB3	-0.316489808	0.464507333	-0.141857347	0.700233162	-0.251480564	0.660641991	-0.291687921	0.47821158
TCERG1	-0.05118263	0.940449147	0.130662849	0.643511691	0.055772366	0.95500504	0.063724541	0.920342091
TCF12	0.153368219	0.696180449	0.200404769	0.367507884	0.172178917	0.706605646	0.170586026	0.617378674
TCF15	0.558929532	0.827747841	-0.0135787	0.998947191	-1.954438396	0.120848714	-2.092366686	0.052455158
TCF19	0.276948719	0.819805261	-0.004260706	1	0.397703919	0.729017613	-0.345104848	0.728332328
TCF20	-0.149266651	0.81918716	-0.087118033	0.843100227	0.042868949	0.975695006	0.141252607	0.826895081
TCF21	-0.170377762	0.978619724	1.48067774	0.481159058	0.647712693	0.926387283	1.143984717	0.756161045
TCF25	0.254119605	0.519441644	-0.117740866	0.723481216	-0.100002268	0.90591424	0.160221302	0.724573475
TCF3	0.064330193	0.961425999	0.216224186	0.713145431	-0.019365685	1	0.376100753	0.5912067
TCF4	0.137759606	0.822203888	0.096473348	0.80788555	-0.036112176	0.978540234	-0.069796097	0.930785031
TCF7	-1.064242331	0.525617468	-1.938570188	0.037886322	0.067068218	0.996887759	-1.035188791	0.508740329
TCF7L1	0.114887855	0.912302828	-0.058870898	0.924201742	-0.015907858	1	-0.051178327	0.971336068
TCF7L2	0.028539075	0.982626944	-0.044335617	0.942047753	0.096014771	0.94934956	0.129424685	0.887898427
TCFL5	0.00652585	0.996537191	-0.089064176	0.895179793	-0.003038814	1	0.172256862	0.862668031
TCHH	0.335268136	0.942061925	1.488563774	0.368380378	-0.18483549	0.981891678	0.228606774	0.966436267
TCHP	-0.168011147	0.836249733	-0.19355674	0.663243783	0.190164894	0.850494114	-0.135775957	0.878377569
TCIRG1	0.306183669	0.817982165	-0.390338812	0.57030704	-0.304527386	0.858042222	0.112988163	0.955217466
TCL1A	-5.544236781	0.071418687	-6.019256106	0.01294959	-1.071200509	0.877494895	0.121620244	0.996500401
TCL6	-0.688971575	0.937903368	-1.136856895	0.657265743	-1.135353108	0.916742927	-1.005529491	0.905175308
TCN1	-2.633153082	0.548958428	-1.384583092	0.72747298	-0.150824381	0.999412735	1.216576109	0.865445081
TCN2	0.40214315	0.628796341	0.294312655	0.602666213	-0.260444985	0.834077254	-0.163013547	0.896475221
TCOF1	0.09586175	0.942061925	0.468603545	0.273398709	0.115834991	0.947003934	0.064450461	0.968228687
